ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2023-08-01 00:00:00,0,50,0,11,36,3,0,6,28,2,30,2,39.5,724.5,3.0,7.31,125.0,5.266666666666667,713.7666136034733,6.543707250341998,1.25,0.8207934336525308,3.16
2023-08-01 01:00:00,1,50,0,11,36,3,0,7,28,2,30,2,40.5,784.5,3.0,7.31,125.0,5.266666666666667,719.4066136034733,6.975991792065663,1.25,0.9575923392612858,3.16
2023-08-01 02:00:00,2,46,0,10,32,4,0,4,28,1,29,1,41.5,888.0,3.0,7.31,115.0,4.363636363636363,702.1983068017366,5.312960209361803,1.15,0.5471956224350205,3.130434782608696
2023-08-01 03:00:00,3,44,0,10,29,5,0,4,29,1,30,1,42.5,904.5,3.0,7.31,110.0,4.566666666666666,716.9483068017366,5.1287681880363145,1.1,0.5471956224350205,3.113636363636364
2023-08-01 04:00:00,4,46,0,10,31,5,0,4,29,1,30,1,43.5,964.5,3.0,7.31,115.0,4.766666666666667,726.8783068017366,5.276064652352346,1.15,0.5471956224350205,3.108695652173913
2023-08-01 05:00:00,5,42,0,10,28,4,0,1,29,1,30,1,44.5,1024.5,3.0,7.31,105.0,4.4,723.9383068017366,3.729939417627516,1.05,0.1367989056087551,3.142857142857143
2023-08-01 06:00:00,6,42,0,10,28,4,0,2,29,1,30,1,45.5,1084.5,3.0,7.31,105.0,4.4,729.5783068017366,4.159878835255032,1.05,0.2735978112175102,3.142857142857143
2023-08-01 07:00:00,7,38,0,10,26,2,0,1,28,1,29,1,46.5,1188.0,3.0,7.31,95.0,3.696969696969697,713.2383068017366,3.4891964864281086,0.95,0.1367989056087551,3.210526315789474
2023-08-01 08:00:00,8,36,0,10,25,1,0,1,28,1,29,1,47.5,1248.0,3.0,6.3,90.0,3.5454545454545454,714.5883068017366,3.440873015873016,0.9,0.1587301587301587,3.25
2023-08-01 09:00:00,9,38,0,10,27,1,0,9,28,1,29,1,48.5,958.0,3.0,6.3,95.0,3.727272727272727,724.5183068017366,7.69906015037594,0.95,1.4285714285714286,3.236842105263158
2023-08-01 10:00:00,10,43,0,11,32,0,0,9,28,1,29,1,49.5,1010.0,4.0,9.76,107.5,3.1818181818181817,740.8833068017366,6.502287457110179,1.075,0.9221311475409836,3.255813953488372
2023-08-01 11:00:00,11,42,0,12,30,0,0,9,28,1,29,1,50.5,1007.0,4.0,9.76,105.0,3.136363636363636,744.3783068017367,6.479859484777517,1.05,0.9221311475409836,3.2857142857142856
2023-08-01 12:00:00,12,42,1,12,29,0,0,9,25,2,27,2,51.5,923.0,4.0,9.76,105.0,2.6923076923076925,724.0866136034732,6.573770491803279,1.05,0.9221311475409836,3.333333333333333
2023-08-01 13:00:00,13,36,0,10,26,0,0,5,21,1,22,1,52.5,817.0,4.0,9.76,90.0,1.6388888888888888,648.9883068017366,4.6291894353369765,0.9,0.5122950819672131,3.2777777777777777
2023-08-01 14:00:00,14,36,0,11,25,0,0,7,21,1,22,1,53.5,310.0,4.0,9.76,90.0,1.6527777777777777,654.6283068017367,5.345787795992713,0.9,0.7172131147540983,3.305555555555556
2023-08-01 15:00:00,15,39,0,11,28,0,0,10,21,2,23,2,54.5,281.0,4.0,9.76,97.5,1.8823529411764703,680.9716136034732,6.562757461118116,0.975,1.024590163934426,3.282051282051282
2023-08-01 16:00:00,16,42,0,10,32,0,0,9,22,2,24,2,55.5,338.5,4.0,9.76,105.0,2.125,706.4466136034732,6.385948477751756,1.05,0.9221311475409836,3.238095238095238
2023-08-01 17:00:00,17,41,0,10,31,0,0,6,25,2,27,2,56.5,243.0,4.0,9.76,102.5,2.5576923076923075,750.1416136034732,5.319202319072371,1.025,0.6147540983606558,3.2439024390243905
2023-08-01 18:00:00,18,41,0,10,30,1,0,9,27,1,28,1,57.5,286.0,4.0,9.76,102.5,2.75,768.3133068017365,6.268812475009996,1.025,0.9221311475409836,3.2195121951219514
2023-08-01 19:00:00,19,38,0,11,26,1,0,3,28,1,29,1,58.5,339.0,4.0,9.76,95.0,2.8181818181818183,780.9183068017367,4.103019844693701,0.95,0.3073770491803279,3.263157894736842
2023-08-01 20:00:00,20,42,1,10,31,0,0,8,30,1,31,1,59.5,394.0,4.0,10.14,105.0,3.8333333333333335,821.9383068017366,6.042279515356438,1.05,0.7889546351084812,3.2857142857142856
2023-08-01 21:00:00,21,47,1,10,35,1,0,10,31,1,32,1,28.133333333333333,384.0,4.0,10.14,117.5,4.75,669.1553068017366,6.989391078098115,1.175,0.9861932938856016,3.234042553191489
2023-08-01 22:00:00,22,49,1,11,34,3,0,10,29,1,30,1,29.133333333333333,444.0,3.0,6.68,122.5,5.233333333333333,652.2853068017366,8.721529390199192,1.225,1.497005988023952,3.204081632653061
