ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2020-10-01 00:00:00,0,28,0,4,22,2,0,9,7,0,7,0,10.933333333333334,236.0,3.0,8.059999999999999,70.0,0.8686868686868687,195.524,5.579634881247785,0.7,1.1166253101736974,3.071428571428572
2020-10-01 01:00:00,1,24,1,3,19,1,0,3,7,0,7,0,11.933333333333334,245.0,3.0,8.059999999999999,60.0,0.7676767676767676,192.584,3.0786600496277914,0.6,0.3722084367245658,3.1666666666666665
2020-10-01 02:00:00,2,24,1,2,19,1,1,3,7,0,7,0,12.933333333333334,305.0,3.0,8.059999999999999,60.0,0.7373737373737373,198.224,2.957133995037221,0.6,0.3722084367245658,3.0416666666666665
2020-10-01 03:00:00,3,24,1,3,19,1,0,4,8,0,8,0,13.933333333333334,363.0,3.0,8.059999999999999,60.0,0.7916666666666666,217.264,3.4715467328370555,0.6,0.4962779156327544,3.1666666666666665
2020-10-01 04:00:00,4,23,1,3,18,1,0,0,8,0,8,0,14.933333333333334,423.0,3.0,8.059999999999999,57.49999999999999,0.7604166666666666,220.759,1.825,0.575,0.0,3.1739130434782608
2020-10-01 05:00:00,5,22,1,3,17,1,0,2,8,0,8,0,15.933333333333334,483.0,3.0,8.059999999999999,55.00000000000001,0.7291666666666666,224.254,2.539533047597564,0.55,0.2481389578163772,3.1818181818181817
2020-10-01 06:00:00,6,24,1,3,19,1,0,3,9,0,9,0,15.15,541.0,3.0,8.059999999999999,60.0,0.8172043010752689,237.526,3.0786600496277914,0.6,0.3722084367245658,3.1666666666666665
2020-10-01 07:00:00,7,23,1,3,18,1,0,4,10,0,10,0,16.15,565.0,3.0,8.059999999999999,57.49999999999999,0.8111111111111111,254.42099999999996,3.4001429496170026,0.575,0.4962779156327544,3.1739130434782608
2020-10-01 08:00:00,8,22,1,3,16,2,0,3,10,0,10,0,17.15,625.0,3.0,6.8,55.00000000000001,0.7666666666666667,257.916,3.1086898395721927,0.55,0.4411764705882353,3.136363636363636
2020-10-01 09:00:00,9,17,0,2,13,2,0,3,4,0,4,0,18.15,140.5,3.0,6.8,42.5,0.4722222222222222,172.43099999999998,2.598529411764706,0.425,0.4411764705882353,3.0
