ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2023-12-01 00:00:00,0,40,1,12,25,2,0,6,26,0,26,0,31.9,729.5,3.0,7.19,100.0,3.142857142857143,594.116,6.053824756606398,1.0,0.8344923504867873,3.3
2023-12-01 01:00:00,1,39,1,11,24,3,0,5,26,0,26,0,32.9,789.5,3.0,7.19,97.5,3.023809523809524,597.6110000000001,5.439541207517563,0.975,0.6954102920723227,3.2564102564102564
2023-12-01 02:00:00,2,38,2,11,20,5,0,5,26,0,26,0,33.9,849.5,3.0,7.19,95.0,2.952380952380953,601.106,5.369233584657053,0.95,0.6954102920723227,3.263157894736842
2023-12-01 03:00:00,3,37,1,11,21,4,0,4,28,0,28,0,34.9,859.0,3.0,7.19,92.5,3.333333333333333,631.401,4.804307784836298,0.925,0.5563282336578582,3.2432432432432434
2023-12-01 04:00:00,4,37,1,12,21,3,0,3,29,0,29,0,35.9,873.0,3.0,7.19,92.5,3.696969696969697,650.441,4.425784685937677,0.925,0.4172461752433936,3.2972972972972974
2023-12-01 05:00:00,5,36,1,12,20,3,0,1,29,0,29,0,36.9,933.0,3.0,7.19,90.0,3.606060606060606,653.936,3.434743470870036,0.9,0.1390820584144645,3.305555555555556
2023-12-01 06:00:00,6,42,1,13,25,3,0,6,31,0,31,0,37.9,695.0,3.0,7.19,105.0,5.111111111111111,699.246,6.19190343731373,1.05,0.8344923504867873,3.2857142857142856
2023-12-01 07:00:00,7,44,2,14,25,3,0,5,33,1,34,1,38.9,750.0,3.0,7.19,110.0,8.166666666666666,750.2443068017366,5.998302566696169,1.1,0.6954102920723227,3.340909090909091
2023-12-01 08:00:00,8,47,2,14,28,3,0,7,33,2,35,2,39.9,808.0,3.0,6.66,117.5,10.4,776.5876136034732,7.388594977956681,1.175,1.0510510510510511,3.3191489361702127
2023-12-01 09:00:00,9,45,1,14,28,2,0,4,30,2,32,2,40.9,857.0,3.0,6.66,112.5,6.208333333333333,737.7376136034732,5.713655321988655,1.125,0.6006006006006006,3.311111111111111
