ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2020-11-01 00:00:00,0,15,0,4,11,0,0,8,4,0,4,0,5.116666666666666,203.5,3.0,7.76,37.5,0.4537037037037037,94.633,4.592697594501718,0.375,1.0309278350515465,3.2666666666666666
2020-11-01 01:00:00,1,12,0,5,7,0,0,1,5,0,5,0,6.116666666666666,250.0,3.0,7.76,30.0,0.3904761904761905,107.238,1.4652920962199314,0.3,0.1288659793814433,3.4166666666666665
2020-11-01 02:00:00,2,15,0,5,10,0,0,5,6,0,6,0,7.116666666666666,265.5,3.0,7.76,37.5,0.4901960784313725,132.713,3.397766323024055,0.375,0.6443298969072165,3.333333333333333
2020-11-01 03:00:00,3,19,0,5,14,0,0,7,6,0,6,0,8.116666666666667,325.5,3.0,7.76,47.5,0.6078431372549019,146.933,4.493570265870862,0.475,0.9020618556701032,3.263157894736842
2020-11-01 04:00:00,4,18,0,5,13,0,0,7,7,0,7,0,9.116666666666667,341.0,3.0,7.76,45.0,0.5959595959595959,163.828,4.431758304696449,0.45,0.9020618556701032,3.2777777777777777
2020-11-01 05:00:00,5,18,0,5,13,0,0,3,6,0,6,0,10.116666666666667,445.5,3.0,7.76,45.0,0.5784313725490197,156.068,2.7421821305841925,0.45,0.3865979381443299,3.2777777777777777
2020-11-01 06:00:00,6,16,0,5,11,0,0,1,6,0,6,0,10.533333333333331,505.5,3.0,7.76,40.0,0.5196078431372549,154.128,1.751868556701031,0.4,0.1288659793814433,3.3125
2020-11-01 07:00:00,7,19,0,5,12,2,0,6,6,0,6,0,11.533333333333331,565.5,3.0,7.76,47.5,0.5882352941176471,166.203,3.941671188279978,0.475,0.7731958762886598,3.1578947368421053
2020-11-01 08:00:00,8,14,0,3,10,1,0,3,7,0,7,0,12.533333333333331,581.0,3.0,6.65,35.0,0.4444444444444444,174.518,2.5178302900107408,0.35,0.4511278195488721,3.142857142857143
2020-11-01 09:00:00,9,16,0,3,9,4,0,8,4,1,5,1,13.15,103.0,3.0,6.65,40.0,0.4476190476190476,156.3543068017366,4.708834586466165,0.4,1.2030075187969924,2.9375
2020-11-01 10:00:00,10,20,0,3,15,2,0,10,3,1,4,1,14.15,335.5,4.0,9.99,50.0,0.4236111111111111,157.17430680173663,4.578053053053053,0.5,1.001001001001001,3.05
2020-11-01 11:00:00,11,19,1,2,15,1,0,11,3,1,4,1,15.15,45.0,4.0,9.99,47.5,0.4166666666666667,160.6693068017366,4.977161371898214,0.475,1.1011011011011012,3.1578947368421053
2020-11-01 12:00:00,12,21,1,2,17,1,0,9,4,1,5,1,16.15,96.0,4.0,9.99,52.5,0.4714285714285714,183.9993068017366,4.481402831402831,0.525,0.9009009009009008,3.142857142857143
2020-11-01 13:00:00,13,21,1,1,18,1,0,10,5,1,6,1,4.466666666666667,107.0,4.0,9.99,52.5,0.4779411764705882,131.50530680173662,4.7233364316697655,0.525,1.001001001001001,3.095238095238096
2020-11-01 14:00:00,14,21,2,4,15,0,0,6,7,1,8,1,4.566666666666666,88.5,4.0,9.99,52.5,0.5546875,158.86930680173663,3.805602030602031,0.525,0.6006006006006006,3.380952380952381
2020-11-01 15:00:00,15,24,1,5,17,1,0,10,8,0,8,0,5.566666666666666,93.5,4.0,9.99,60.0,0.609375,170.076,5.203253253253254,0.6,1.001001001001001,3.25
2020-11-01 16:00:00,16,24,0,6,17,1,0,10,6,0,6,0,6.566666666666666,134.5,4.0,9.99,60.0,0.5661764705882353,148.916,5.136544878211546,0.6,1.001001001001001,3.208333333333333
2020-11-01 17:00:00,17,23,0,3,18,2,0,9,7,0,7,0,4.316666666666666,106.0,4.0,9.99,57.49999999999999,0.5303030303030303,147.481,4.491872307089698,0.575,0.9009009009009008,3.0434782608695654
2020-11-01 18:00:00,18,16,0,3,12,1,0,2,7,0,7,0,5.316666666666666,110.0,4.0,9.99,40.0,0.3787878787878788,138.106,1.8756256256256256,0.4,0.2002002002002001,3.125
2020-11-01 19:00:00,19,13,0,3,9,1,0,3,4,0,4,0,6.316666666666666,147.0,4.0,9.99,32.5,0.2847222222222222,97.111,1.9721009471009472,0.325,0.3003003003003003,3.1538461538461537
2020-11-01 20:00:00,20,13,0,1,11,1,0,7,4,0,4,0,7.316666666666666,161.5,4.0,10.0,32.5,0.2708333333333333,102.751,3.075,0.325,0.7,3.0
2020-11-01 21:00:00,21,19,0,1,17,1,0,11,4,0,4,0,8.316666666666666,169.5,4.0,10.0,47.5,0.3958333333333333,121.261,4.7250000000000005,0.475,1.1,3.0
2020-11-01 22:00:00,22,15,0,2,13,0,0,6,3,0,3,0,9.316666666666666,139.0,3.0,6.66,37.5,0.4234234234234234,104.921,3.997822822822823,0.375,0.9009009009009008,3.1333333333333333
2020-11-01 23:00:00,23,21,0,1,18,2,0,9,7,0,7,0,10.316666666666666,32.0,3.0,6.66,52.5,0.6262626262626263,177.031,5.539703989703989,0.525,1.351351351351351,2.952380952380953
2020-11-02 00:00:00,0,18,0,1,16,1,0,5,6,1,7,1,11.316666666666666,81.0,3.0,6.66,45.0,0.5454545454545454,177.1043068017366,3.602252252252252,0.45,0.7507507507507507,3.0
2020-11-02 01:00:00,1,17,0,3,14,0,0,6,5,1,6,1,12.316666666666666,143.0,3.0,6.66,42.5,0.5294117647058824,167.1993068017366,4.211685214626391,0.425,0.9009009009009008,3.176470588235294
2020-11-02 02:00:00,2,23,0,7,15,1,0,7,7,2,9,2,13.316666666666666,182.0,3.0,6.66,57.49999999999999,0.8064516129032258,226.77761360347324,5.302340383862123,0.575,1.0510510510510511,3.260869565217391
2020-11-02 03:00:00,3,17,0,6,10,1,0,1,6,2,8,2,14.316666666666666,248.0,3.0,6.66,42.5,0.5833333333333334,206.1476136034732,1.8946122593181416,0.425,0.1501501501501501,3.294117647058824
2020-11-02 04:00:00,4,18,0,6,12,0,0,3,7,2,9,2,15.316666666666666,302.0,3.0,6.66,45.0,0.6451612903225806,227.3326136034732,3.001501501501502,0.45,0.4504504504504504,3.333333333333333
2020-11-02 05:00:00,5,17,0,5,12,0,0,2,7,2,9,2,16.316666666666666,362.0,3.0,6.66,42.5,0.6021505376344086,230.82761360347325,2.389224518636283,0.425,0.3003003003003003,3.294117647058824
2020-11-02 06:00:00,6,15,0,5,10,0,0,2,7,2,9,2,17.316666666666666,422.0,3.0,6.66,37.5,0.5376344086021505,232.1776136034732,2.251001001001001,0.375,0.3003003003003003,3.333333333333333
2020-11-02 07:00:00,7,13,0,2,11,0,0,2,7,1,8,1,18.316666666666663,488.0,3.0,6.66,32.5,0.4270833333333333,219.2593068017366,1.9721009471009472,0.325,0.3003003003003003,3.1538461538461537
2020-11-02 08:00:00,8,18,0,2,13,3,0,6,9,1,10,1,19.316666666666663,512.0,3.0,7.04,45.0,0.5888888888888889,262.42430680173663,3.834469696969697,0.45,0.8522727272727273,2.9444444444444446
2020-11-02 09:00:00,9,20,0,1,18,1,0,9,7,1,8,1,20.316666666666663,431.0,3.0,7.04,50.0,0.625,245.55430680173663,5.3352272727272725,0.5,1.2784090909090908,3.0
2020-11-02 10:00:00,10,28,0,3,23,1,1,13,10,2,12,2,21.316666666666663,153.5,4.0,10.29,70.0,0.75,322.8226136034732,5.890087463556851,0.7,1.2633624878522838,3.0
2020-11-02 11:00:00,11,21,0,4,17,0,0,4,12,2,14,2,22.316666666666663,167.0,4.0,10.29,52.5,0.6442307692307693,340.2476136034732,2.9152239807487623,0.525,0.3887269193391642,3.1904761904761907
2020-11-02 12:00:00,12,19,0,4,14,1,0,6,11,1,12,1,22.58333333333333,167.5,4.0,10.29,47.5,0.5357142857142857,309.7933068017366,3.3413380389749885,0.475,0.5830903790087464,3.1578947368421053
2020-11-02 13:00:00,13,19,0,4,14,1,0,7,12,1,13,1,23.58333333333333,190.0,4.0,10.29,47.5,0.5555555555555556,328.8333068017366,3.648227712137487,0.475,0.6802721088435375,3.1578947368421053
2020-11-02 14:00:00,14,20,0,3,17,0,0,9,10,1,11,1,24.58333333333333,175.0,4.0,10.29,50.0,0.5431034482758621,309.8183068017366,4.330102040816327,0.5,0.8746355685131196,3.15
2020-11-02 15:00:00,15,20,0,3,17,0,0,5,12,1,13,1,25.58333333333333,187.0,4.0,10.29,50.0,0.5833333333333334,342.2583068017366,3.105612244897959,0.5,0.4859086491739553,3.15
2020-11-02 16:00:00,16,18,0,2,16,0,0,5,9,0,9,0,26.58333333333333,159.0,4.0,10.29,45.0,0.4516129032258064,289.14,2.911715797430084,0.45,0.4859086491739553,3.111111111111111
