ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2021-12-01 00:00:00,0,17,1,1,15,0,0,6,5,2,7,2,12.65,48.0,3.0,7.51,42.5,0.5454545454545454,183.34761360347323,3.887792746925668,0.425,0.7989347536617843,3.176470588235294
2021-12-01 01:00:00,1,17,1,2,14,0,0,2,5,2,7,2,13.65,108.0,3.0,7.51,42.5,0.5555555555555556,188.9876136034732,2.236596302968591,0.425,0.2663115845539281,3.235294117647059
2021-12-01 02:00:00,2,18,1,3,14,0,0,2,5,2,7,2,14.65,168.0,3.0,7.51,45.0,0.5959595959595959,196.7726136034732,2.347910193815653,0.45,0.2663115845539281,3.2777777777777777
2021-12-01 03:00:00,3,16,0,4,12,0,0,3,4,1,5,1,15.65,228.0,3.0,7.51,40.0,0.4952380952380952,170.4543068017366,2.5982689747003995,0.4,0.3994673768308922,3.25
2021-12-01 04:00:00,4,13,0,3,10,0,0,2,4,0,4,0,16.65,329.5,3.0,7.51,32.5,0.3888888888888889,155.391,1.9103912731742287,0.325,0.2663115845539281,3.230769230769231
2021-12-01 05:00:00,5,11,0,3,8,0,0,0,4,0,4,0,17.65,389.5,3.0,7.51,27.500000000000004,0.3333333333333333,156.741,0.9000000000000001,0.275,0.0,3.272727272727273
2021-12-01 06:00:00,6,12,0,3,9,0,0,1,4,0,4,0,18.65,449.5,3.0,7.51,30.0,0.3611111111111111,164.526,1.4077563249001332,0.3,0.133155792276964,3.25
2021-12-01 07:00:00,7,14,0,1,13,0,0,5,6,0,6,0,19.65,425.0,3.0,7.51,35.0,0.4215686274509804,201.256,3.119892524253377,0.35,0.6657789613848203,3.071428571428572
2021-12-01 08:00:00,8,12,0,1,11,0,0,1,6,0,6,0,20.65,485.0,3.0,6.72,30.0,0.3627450980392157,202.606,1.383829365079365,0.3,0.1488095238095238,3.083333333333333
2021-12-01 09:00:00,9,14,0,1,13,0,0,6,5,0,5,0,21.65,120.0,3.0,6.72,35.0,0.4095238095238095,199.136,3.8173469387755103,0.35,0.8928571428571429,3.071428571428572
2021-12-01 10:00:00,10,20,0,1,16,3,0,10,7,1,8,1,22.65,93.5,4.0,9.97,50.0,0.453125,258.7143068017366,4.358726178535608,0.5,1.003009027081244,2.9
2021-12-01 11:00:00,11,19,0,3,15,1,0,10,5,1,6,1,23.65,85.5,4.0,9.97,47.5,0.4338235294117647,235.40930680173665,4.589606978831231,0.475,1.003009027081244,3.1052631578947367
2021-12-01 12:00:00,12,19,0,3,15,1,0,6,4,1,5,1,12.133333333333333,125.0,4.0,9.97,47.5,0.4214285714285714,157.0553068017366,3.3437641872987385,0.475,0.6018054162487463,3.1052631578947367
2021-12-01 13:00:00,13,17,0,2,13,2,0,6,4,1,5,1,13.133333333333333,185.0,4.0,9.97,42.5,0.3642857142857142,158.4053068017366,3.080416248746239,0.425,0.6018054162487463,3.0
2021-12-01 14:00:00,14,24,2,3,17,2,0,9,6,2,8,2,14.133333333333333,152.0,4.0,9.97,60.0,0.6015625,220.1286136034732,4.821188565697092,0.6,0.9027081243731194,3.208333333333333
2021-12-01 15:00:00,15,21,2,3,15,1,0,3,5,2,7,2,15.133333333333333,121.0,4.0,9.97,52.5,0.5227272727272727,205.9336136034732,2.713680326694369,0.525,0.3009027081243731,3.2857142857142856
2021-12-01 16:00:00,16,20,2,3,14,1,0,7,7,2,9,2,16.133333333333333,144.0,4.0,9.97,50.0,0.532258064516129,236.2286136034733,3.9669508525576735,0.5,0.7021063189568707,3.3
2021-12-01 17:00:00,17,28,2,5,20,1,0,9,9,3,12,3,17.133333333333333,140.5,4.0,9.97,70.0,0.8214285714285714,300.09692040520986,5.2660409800831065,0.7,0.9027081243731194,3.2857142857142856
2021-12-01 18:00:00,18,24,1,4,18,1,0,5,8,2,10,2,18.133333333333333,138.5,4.0,9.97,60.0,0.6416666666666667,269.4886136034732,3.533993647609495,0.6,0.501504513540622,3.208333333333333
2021-12-01 19:00:00,19,20,2,4,14,0,0,3,7,1,8,1,19.133333333333333,206.5,4.0,9.97,50.0,0.53125,238.8803068017366,2.7230692076228684,0.5,0.3009027081243731,3.4
2021-12-01 20:00:00,20,23,1,4,18,0,0,10,6,1,7,1,10.766666666666667,185.0,4.0,9.38,57.49999999999999,0.5681818181818182,184.72730680173663,5.351406785946047,0.575,1.0660980810234544,3.260869565217391
2021-12-01 21:00:00,21,21,1,3,16,0,1,4,7,0,7,0,9.166666666666666,117.0,4.0,9.38,52.5,0.5,170.545,2.9902375875723424,0.525,0.4264392324093817,3.142857142857143
2021-12-01 22:00:00,22,24,1,3,19,0,1,9,8,0,8,0,10.166666666666666,173.5,3.0,6.13,60.0,0.78125,196.02,6.463091353996737,0.6,1.468189233278956,3.125
2021-12-01 23:00:00,23,21,1,5,13,1,1,7,7,1,8,1,11.166666666666666,179.0,3.0,6.13,52.5,0.6979166666666666,196.09330680173665,5.318284393692224,0.525,1.1419249592169658,3.1904761904761907
2021-12-02 00:00:00,0,18,1,4,12,0,1,2,7,0,7,0,10.533333333333331,290.0,3.0,6.13,45.0,0.5858585858585859,171.81799999999998,2.5012959941997464,0.45,0.3262642740619902,3.2222222222222223
2021-12-02 01:00:00,1,20,1,3,15,0,1,3,7,0,7,0,11.533333333333331,350.0,3.0,6.13,50.0,0.6363636363636364,181.748,3.116598694942904,0.5,0.4893964110929853,3.15
2021-12-02 02:00:00,2,17,1,3,12,0,1,3,7,0,7,0,12.533333333333331,410.0,3.0,6.13,42.5,0.5454545454545454,180.953,2.904553305824777,0.425,0.4893964110929853,3.176470588235294
2021-12-02 03:00:00,3,19,1,3,14,0,1,3,8,0,8,0,13.533333333333331,419.0,3.0,6.13,47.5,0.625,204.283,3.0454623508199536,0.475,0.4893964110929853,3.1578947368421053
