ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2020-03-01 00:00:00,0,22,1,0,17,3,1,11,7,0,7,0,10.766666666666667,201.0,3.0,6.66,55.00000000000001,0.6363636363636364,181.714,6.30472972972973,0.55,1.6516516516516515,2.863636363636364
2020-03-01 01:00:00,1,19,1,0,17,1,0,5,7,0,7,0,11.766666666666667,261.0,3.0,6.66,47.5,0.5858585858585859,180.919,3.741765449660186,0.475,0.7507507507507507,3.0526315789473686
2020-03-01 02:00:00,2,20,1,1,18,0,0,6,9,0,9,0,12.766666666666667,274.0,3.0,6.66,50.0,0.6774193548387096,215.504,4.412837837837838,0.5,0.9009009009009008,3.15
2020-03-01 03:00:00,3,20,1,1,18,0,0,3,9,0,9,0,13.766666666666667,334.0,3.0,6.66,50.0,0.6774193548387096,221.144,2.993918918918919,0.5,0.4504504504504504,3.15
2020-03-01 04:00:00,4,22,1,1,20,0,0,3,11,0,11,0,14.766666666666667,280.0,3.0,6.66,55.00000000000001,0.7931034482758621,257.874,3.137776412776413,0.55,0.4504504504504504,3.136363636363636
2020-03-01 05:00:00,5,19,1,1,17,0,0,1,12,0,12,0,15.766666666666667,338.0,3.0,6.66,47.5,0.7142857142857143,270.47900000000004,1.9741583688952111,0.475,0.1501501501501501,3.1578947368421053
2020-03-01 06:00:00,6,19,1,1,17,0,0,1,11,0,11,0,16.766666666666666,400.0,3.0,6.66,47.5,0.6896551724137931,262.719,1.9741583688952111,0.475,0.1501501501501501,3.1578947368421053
2020-03-01 07:00:00,7,16,1,1,14,0,0,0,11,0,11,0,17.766666666666666,460.0,3.0,6.66,40.0,0.5862068965517241,261.924,1.275,0.4,0.0,3.1875
2020-03-01 08:00:00,8,16,1,1,14,0,0,0,11,0,11,0,18.766666666666666,520.0,3.0,7.76,40.0,0.5862068965517241,267.564,1.275,0.4,0.0,3.1875
2020-03-01 09:00:00,9,10,0,0,9,1,0,5,3,0,3,0,13.933333333333334,694.0,3.0,7.76,25.0,0.2612612612612612,120.234,2.593556701030928,0.25,0.6443298969072165,2.9
2020-03-01 10:00:00,10,8,0,0,7,1,0,4,2,0,2,0,14.933333333333334,825.0,4.0,11.01,20.0,0.1513157894736842,108.184,1.619504995458674,0.2,0.36330608537693,2.875
2020-03-01 11:00:00,11,13,0,1,10,2,0,8,4,1,5,1,15.516666666666667,50.0,4.0,11.01,32.5,0.2714285714285714,163.2673068017366,3.073943268357437,0.325,0.7266121707538601,2.923076923076923
2020-03-01 12:00:00,12,10,0,1,8,1,0,5,3,1,4,1,1.95,105.5,4.0,11.01,25.0,0.2083333333333333,66.91630680173661,2.112397820163488,0.25,0.4541326067211625,3.0
2020-03-01 13:00:00,13,15,0,3,11,1,0,9,4,0,4,0,2.833333333333333,76.5,4.0,11.01,37.5,0.3263888888888889,81.75500000000001,3.736307901907357,0.375,0.8174386920980926,3.1333333333333333
2020-03-01 14:00:00,14,19,0,4,14,1,0,11,5,1,6,1,3.8333333333333335,72.5,4.0,11.01,47.5,0.4411764705882353,123.64330680173664,4.655026530904919,0.475,0.9990917347865576,3.1578947368421053
2020-03-01 15:00:00,15,15,0,4,11,0,0,6,5,1,6,1,4.833333333333333,121.0,4.0,11.01,37.5,0.3602941176470588,120.7033068017366,3.005199818346957,0.375,0.5449591280653951,3.2666666666666666
2020-03-01 16:00:00,16,12,0,3,9,0,0,6,4,0,4,0,5.833333333333333,136.5,4.0,11.01,30.0,0.2708333333333333,92.24,2.7461171662125343,0.3,0.5449591280653951,3.25
2020-03-01 17:00:00,17,12,0,1,11,0,0,6,4,0,4,0,6.833333333333333,196.5,4.0,11.01,30.0,0.2569444444444444,97.88,2.605290644868302,0.3,0.5449591280653951,3.083333333333333
2020-03-01 18:00:00,18,11,0,0,10,1,0,6,1,0,1,0,5.25,291.0,4.0,11.01,27.500000000000004,0.2051282051282051,46.605,2.38533564528115,0.275,0.5449591280653951,2.909090909090909
2020-03-01 19:00:00,19,15,1,1,12,1,0,9,2,0,2,0,2.783333333333333,11.5,4.0,11.01,37.5,0.3092105263157895,54.67299999999999,3.736307901907357,0.375,0.8174386920980926,3.1333333333333333
2020-03-01 20:00:00,20,15,1,1,12,1,0,7,2,0,2,0,3.783333333333333,71.5,4.0,9.91,37.5,0.3092105263157895,60.31299999999999,3.388252606794484,0.375,0.7063572149344097,3.1333333333333333
2020-03-01 21:00:00,21,20,2,1,15,2,0,11,3,0,3,0,4.783333333333333,128.0,4.0,9.91,50.0,0.4256756756756756,90.078,5.071468213925328,0.5,1.1099899091826435,3.15
2020-03-01 22:00:00,22,18,1,1,13,3,0,5,2,0,2,0,5.783333333333333,58.0,3.0,6.66,45.0,0.4736842105263157,78.02799999999999,3.602252252252252,0.45,0.7507507507507507,3.0
2020-03-01 23:00:00,23,15,0,1,12,2,0,4,2,0,2,0,6.783333333333333,75.5,3.0,6.66,37.5,0.3859649122807017,77.23299999999999,2.8617617617617617,0.375,0.6006006006006006,2.933333333333333
2020-03-02 00:00:00,0,15,0,1,12,2,0,7,3,0,3,0,7.783333333333333,72.0,3.0,6.66,37.5,0.3963963963963964,96.273,4.183083083083083,0.375,1.0510510510510511,2.933333333333333
2020-03-02 01:00:00,1,13,0,0,13,0,0,4,3,0,3,0,8.783333333333333,132.0,3.0,6.66,32.5,0.3513513513513513,97.623,2.7768018018018017,0.325,0.6006006006006006,3.0
2020-03-02 02:00:00,2,12,0,0,12,0,0,2,4,0,4,0,9.783333333333331,176.5,3.0,6.66,30.0,0.3333333333333333,114.518,1.8009009009009007,0.3,0.3003003003003003,3.0
2020-03-02 03:00:00,3,12,0,0,12,0,0,1,4,0,4,0,10.783333333333331,236.5,3.0,6.66,30.0,0.3333333333333333,120.15800000000002,1.3504504504504504,0.3,0.1501501501501501,3.0
2020-03-02 04:00:00,4,12,0,0,12,0,0,2,4,0,4,0,11.783333333333331,296.5,3.0,6.66,30.0,0.3333333333333333,125.798,1.8009009009009007,0.3,0.3003003003003003,3.0
2020-03-02 05:00:00,5,13,0,0,13,0,0,2,5,0,5,0,12.783333333333331,341.0,3.0,6.66,32.5,0.3714285714285714,146.983,1.875900900900901,0.325,0.3003003003003003,3.0
2020-03-02 06:00:00,6,14,0,0,14,0,0,2,7,0,7,0,13.783333333333331,258.0,3.0,6.66,35.0,0.4242424242424242,181.568,1.9509009009009008,0.35,0.3003003003003003,3.0
2020-03-02 07:00:00,7,16,0,0,16,0,0,3,8,0,8,0,14.783333333333331,222.0,3.0,6.66,40.0,0.5,204.898,2.551351351351351,0.4,0.4504504504504504,3.0
2020-03-02 08:00:00,8,19,0,0,19,0,0,3,8,0,8,0,15.783333333333331,282.0,3.0,6.8,47.5,0.59375,216.973,2.748529411764706,0.475,0.4411764705882353,3.0
2020-03-02 09:00:00,9,16,0,1,15,0,0,2,7,0,7,0,16.783333333333335,222.0,3.0,6.8,40.0,0.494949494949495,202.778,2.125735294117647,0.4,0.2941176470588235,3.0625
2020-03-02 10:00:00,10,17,0,2,14,1,0,8,5,0,5,0,17.783333333333335,498.0,4.0,9.84,42.5,0.3714285714285714,183.763,3.786848397895744,0.425,0.8130081300813008,3.0588235294117645
2020-03-02 11:00:00,11,16,2,2,11,0,1,5,5,1,6,1,18.78333333333333,102.5,4.0,9.84,40.0,0.3823529411764705,201.5263068017366,2.9514227642276425,0.4,0.508130081300813,3.25
2020-03-02 12:00:00,12,20,3,5,11,1,0,8,6,1,7,1,19.78333333333333,98.0,4.0,9.84,50.0,0.5303030303030303,229.1463068017366,4.595528455284553,0.5,0.8130081300813008,3.5
2020-03-02 13:00:00,13,19,2,6,10,1,0,6,6,1,7,1,20.78333333333333,89.0,4.0,9.84,47.5,0.5,232.64130680173665,3.7681001283697046,0.475,0.6097560975609756,3.473684210526316
2020-03-02 14:00:00,14,20,2,5,12,1,0,4,6,1,7,1,21.78333333333333,149.0,4.0,9.84,50.0,0.5151515151515151,240.4263068017366,3.0821138211382118,0.5,0.4065040650406504,3.4
2020-03-02 15:00:00,15,19,0,6,12,1,0,2,7,0,7,0,22.78333333333333,133.0,4.0,9.84,47.5,0.4696969696969697,243.053,2.2132434745400085,0.475,0.2032520325203252,3.263157894736842
2020-03-02 16:00:00,16,23,0,6,15,2,0,9,8,0,8,0,23.78333333333333,153.5,4.0,9.84,57.49999999999999,0.5703125,270.673,4.727969247083776,0.575,0.9146341463414634,3.1739130434782608
2020-03-02 17:00:00,17,21,0,6,13,2,0,4,8,0,8,0,17.683333333333334,158.0,4.0,9.84,52.5,0.5234375,231.979,2.97194154084398,0.525,0.4065040650406504,3.1904761904761907
2020-03-02 18:00:00,18,17,0,6,8,3,0,4,9,0,9,0,18.683333333333334,198.0,4.0,9.84,42.5,0.4354838709677419,242.439,2.641248206599713,0.425,0.4065040650406504,3.176470588235294
2020-03-02 19:00:00,19,12,0,4,8,0,0,3,6,0,6,0,19.683333333333334,240.0,4.0,9.84,30.0,0.2941176470588235,197.154,2.016260162601626,0.3,0.3048780487804878,3.333333333333333
2020-03-02 20:00:00,20,11,0,2,8,1,0,5,4,0,4,0,20.683333333333334,300.0,4.0,10.8,27.500000000000004,0.2361111111111111,173.849,2.280976430976431,0.275,0.4629629629629629,3.090909090909091
2020-03-02 21:00:00,21,9,0,2,7,0,0,1,2,0,2,0,21.683333333333334,682.0,4.0,10.8,22.5,0.1907894736842105,148.399,1.0233539094650206,0.225,0.0925925925925925,3.2222222222222223
2020-03-02 22:00:00,22,14,0,3,11,0,0,8,4,0,4,0,22.683333333333334,82.5,3.0,7.76,35.0,0.4166666666666667,191.564,4.438696612665685,0.35,1.0309278350515465,3.2142857142857144
2020-03-02 23:00:00,23,19,0,4,14,0,1,8,4,0,4,0,23.683333333333334,142.5,3.0,7.76,47.5,0.5462962962962963,207.929,4.676302224633749,0.475,1.0309278350515465,3.1052631578947367
2020-03-03 00:00:00,0,14,1,4,8,0,1,2,5,1,6,1,24.683333333333334,156.5,3.0,7.76,35.0,0.4509803921568627,230.5123068017366,1.996833578792342,0.35,0.2577319587628866,3.2857142857142856
2020-03-03 01:00:00,1,12,1,3,7,0,1,1,4,1,5,1,25.683333333333334,222.0,3.0,7.76,30.0,0.3714285714285714,218.4623068017366,1.3938144329896909,0.3,0.1288659793814433,3.25
2020-03-03 02:00:00,2,16,1,3,11,0,1,6,5,1,6,1,26.683333333333334,223.0,3.0,7.76,40.0,0.5,246.08230680173665,3.739561855670104,0.4,0.7731958762886598,3.1875
2020-03-03 03:00:00,3,12,1,2,8,0,1,0,5,1,6,1,27.683333333333334,283.0,3.0,7.76,30.0,0.3725490196078431,243.1423068017366,0.95,0.3,0.0,3.1666666666666665
2020-03-03 04:00:00,4,12,0,3,8,0,1,2,5,0,5,0,28.683333333333334,402.0,3.0,7.76,30.0,0.3523809523809524,234.514,1.7196735395189005,0.3,0.2577319587628866,3.083333333333333
2020-03-03 05:00:00,5,14,0,3,10,0,1,2,5,0,5,0,29.683333333333334,462.0,3.0,7.76,35.0,0.4095238095238095,244.444,1.8666053019145803,0.35,0.2577319587628866,3.071428571428572
