ts,hour,census,l1,l2,l3,l4,l5,arrivals,waitBed,waitICU,D_board,vent,maxLOS_h,awt_curr_min,Na,cap_sum,OCCUPANCY,EDWIN,NEDOCS,READI,READI_BR,READI_PR,READI_AR
2022-08-01 00:00:00,0,16,1,5,10,0,0,4,4,1,5,1,29.716666666666665,335.0,3.0,6.6,40.0,0.5238095238095238,249.79030680173665,3.458333333333333,0.4,0.6060606060606061,3.4375
2022-08-01 01:00:00,1,19,2,4,13,0,0,10,4,2,6,2,30.716666666666665,298.0,3.0,6.6,47.5,0.6372549019607843,276.13361360347324,6.80841307814992,0.475,1.5151515151515151,3.421052631578948
2022-08-01 02:00:00,2,17,1,4,12,0,0,6,4,1,5,1,31.716666666666665,261.0,3.0,6.6,42.5,0.5428571428571428,263.2153068017366,4.47312834224599,0.425,0.9090909090909092,3.3529411764705883
2022-08-01 03:00:00,3,12,1,4,7,0,0,1,3,1,4,1,32.71666666666667,426.5,3.0,6.6,30.0,0.3888888888888889,244.73030680173665,1.5803030303030303,0.3,0.1515151515151515,3.5
2022-08-01 04:00:00,4,10,1,3,6,0,0,0,3,1,4,1,33.71666666666667,486.5,3.0,6.6,25.0,0.324074074074074,246.08030680173655,0.875,0.25,0.0,3.5
2022-08-01 05:00:00,5,10,1,3,6,0,0,2,3,1,4,1,34.71666666666667,546.5,3.0,6.6,25.0,0.324074074074074,251.72030680173657,1.9356060606060608,0.25,0.303030303030303,3.5
2022-08-01 06:00:00,6,10,1,3,6,0,0,1,4,1,5,1,35.71666666666667,501.0,3.0,6.6,25.0,0.3333333333333333,270.76030680173665,1.4053030303030305,0.25,0.1515151515151515,3.5
2022-08-01 07:00:00,7,9,1,4,4,0,0,3,3,1,4,1,36.71666666666667,575.0,3.0,6.6,22.5,0.3055555555555556,260.8553068017366,2.4916666666666667,0.225,0.4545454545454546,3.6666666666666665
2022-08-01 08:00:00,8,17,1,4,12,0,0,11,2,1,3,1,37.71666666666667,832.0,3.0,7.779999999999999,42.5,0.5135135135135135,270.25530680173665,6.165662331770756,0.425,1.4138817480719796,3.3529411764705883
2022-08-01 09:00:00,9,15,1,4,10,0,0,2,2,1,3,1,38.71666666666667,892.0,3.0,7.779999999999999,37.5,0.4594594594594595,271.6053068017366,2.149035989717224,0.375,0.2570694087403599,3.4
2022-08-01 10:00:00,10,15,1,4,10,0,0,4,5,1,6,1,39.71666666666667,300.5,4.0,11.03,37.5,0.375,317.4453068017366,2.5080009066183133,0.375,0.3626473254759746,3.4
2022-08-01 11:00:00,11,24,1,3,18,0,2,17,8,1,9,1,40.71666666666667,73.0,4.0,11.03,60.0,0.5887096774193549,382.59030680173663,6.512972197038381,0.6,1.5412511332728922,3.0416666666666665
2022-08-01 12:00:00,12,25,1,1,23,0,0,10,6,1,7,1,11.3,133.0,4.0,11.03,62.5,0.5909090909090909,192.0253068017366,4.778649138712602,0.625,0.9066183136899366,3.12
2022-08-01 13:00:00,13,25,1,2,20,1,1,8,8,2,10,2,12.3,154.5,4.0,11.03,62.5,0.6333333333333333,238.7336136034733,4.104895738893926,0.625,0.7252946509519492,3.04
2022-08-01 14:00:00,14,28,1,3,21,2,1,10,8,2,10,2,13.3,206.5,4.0,11.03,70.0,0.7083333333333334,250.8086136034732,4.877234166558736,0.7,0.9066183136899366,3.0357142857142856
2022-08-01 15:00:00,15,28,0,4,22,1,1,9,8,1,9,1,8.966666666666667,132.0,4.0,11.03,70.0,0.6854838709677419,212.10030680173665,4.6020107499028615,0.7,0.815956482320943,3.0357142857142856
2022-08-01 16:00:00,16,24,0,4,19,1,0,7,8,1,9,1,9.966666666666669,124.0,4.0,11.03,60.0,0.6048387096774194,209.16030680173665,3.858227561196737,0.6,0.6346328195829556,3.125
2022-08-01 17:00:00,17,23,0,5,16,2,0,7,10,0,10,0,10.966666666666669,160.0,4.0,11.03,57.49999999999999,0.6,225.187,3.786676652607513,0.575,0.6346328195829556,3.130434782608696
2022-08-01 18:00:00,18,16,0,3,9,4,0,6,7,1,8,1,11.966666666666669,173.5,4.0,11.03,40.0,0.3671875,189.88030680173665,2.7729147778785133,0.4,0.543970988213962,2.9375
2022-08-01 19:00:00,19,11,0,2,8,1,0,6,5,0,5,0,4.583333333333333,174.0,4.0,11.03,27.500000000000004,0.2428571428571428,96.445,2.531364872661337,0.275,0.543970988213962,3.090909090909091
2022-08-01 20:00:00,20,21,0,2,19,0,0,12,9,0,9,0,5.583333333333333,62.0,4.0,10.26,52.5,0.5241935483870968,177.135,5.245161514898356,0.525,1.1695906432748535,3.095238095238096
2022-08-01 21:00:00,21,20,0,3,17,0,0,8,11,0,11,0,6.583333333333333,95.0,4.0,10.26,50.0,0.5431034482758621,207.43,4.031140350877193,0.5,0.7797270955165693,3.15
2022-08-01 22:00:00,22,19,0,4,14,1,0,8,12,0,12,0,7.583333333333333,137.0,3.0,7.01,47.5,0.7142857142857143,224.325,5.103874164727081,0.475,1.1412268188302426,3.1578947368421053
2022-08-01 23:00:00,23,19,0,5,13,1,0,7,10,0,10,0,8.583333333333334,197.0,3.0,7.01,47.5,0.6777777777777778,203.165,4.7309463923718,0.475,0.9985734664764624,3.210526315789474
2022-08-02 00:00:00,0,22,0,7,13,2,0,9,8,0,8,0,9.583333333333334,257.0,3.0,7.01,55.00000000000001,0.7395833333333334,188.44,5.918431461548437,0.55,1.2838801711840229,3.227272727272727
2022-08-02 01:00:00,1,21,0,6,13,1,1,6,9,0,9,0,8.7,315.0,3.0,7.01,52.5,0.7096774193548387,194.713,4.340034644385572,0.525,0.8559201141226819,3.142857142857143
2022-08-02 02:00:00,2,18,0,7,11,0,0,5,10,0,10,0,9.7,364.5,3.0,7.01,45.0,0.6777777777777778,207.318,3.942181803772389,0.45,0.7132667617689016,3.388888888888889
2022-08-02 03:00:00,3,14,0,7,7,0,0,1,9,0,9,0,10.7,435.0,3.0,7.01,35.0,0.5268817204301075,190.978,1.724286733238231,0.35,0.1426533523537803,3.5
2022-08-02 04:00:00,4,15,0,7,8,0,0,1,9,0,9,0,11.7,495.0,3.0,7.01,37.5,0.5591397849462365,198.763,1.794531621493105,0.375,0.1426533523537803,3.466666666666667
2022-08-02 05:00:00,5,15,0,7,8,0,0,2,9,1,10,1,12.7,544.5,3.0,7.01,37.5,0.5777777777777777,218.6713068017366,2.2890632429862103,0.375,0.2853067047075606,3.466666666666667
2022-08-02 06:00:00,6,17,1,8,8,0,0,2,10,2,12,2,13.7,573.5,3.0,7.01,42.5,0.7261904761904762,256.2696136034732,2.5487475874800705,0.425,0.2853067047075606,3.588235294117647
2022-08-02 07:00:00,7,20,1,8,11,0,0,4,11,1,12,1,14.7,633.5,3.0,7.01,50.0,0.8333333333333334,267.47630680173665,3.747146932952924,0.5,0.5706134094151213,3.5
2022-08-02 08:00:00,8,21,0,8,13,0,0,4,11,0,11,0,15.7,714.0,3.0,6.699999999999999,52.5,0.8160919540229885,260.993,3.793479033404407,0.525,0.5970149253731344,3.380952380952381
2022-08-02 09:00:00,9,23,0,8,15,0,0,6,10,0,10,0,16.7,655.0,3.0,6.699999999999999,57.49999999999999,0.8555555555555555,257.523,4.923053212199871,0.575,0.8955223880597016,3.347826086956522
2022-08-02 10:00:00,10,19,1,6,12,0,0,4,8,0,8,0,17.7,512.5,4.0,10.02,47.5,0.5078125,227.783,2.990689673285009,0.475,0.3992015968063872,3.421052631578948
2022-08-02 11:00:00,11,21,2,2,17,0,0,11,8,1,9,1,18.7,77.0,4.0,10.02,52.5,0.5564516129032258,251.98130680173665,5.332071571143428,0.525,1.097804391217565,3.2857142857142856
2022-08-02 12:00:00,12,18,2,3,12,1,0,8,8,1,9,1,19.7,124.0,4.0,10.02,45.0,0.4838709677419355,251.18630680173663,4.161343978709248,0.45,0.7984031936127745,3.333333333333333
2022-08-02 13:00:00,13,20,3,5,11,1,0,9,8,1,9,1,16.9,130.0,4.0,10.02,50.0,0.5645161290322581,239.68430680173665,4.8937125748503,0.5,0.8982035928143713,3.5
2022-08-02 14:00:00,14,19,3,6,9,1,0,3,9,1,10,1,17.9,147.5,4.0,10.02,47.5,0.5666666666666667,256.5793068017366,2.771541128269776,0.475,0.2994011976047904,3.5789473684210527
2022-08-02 15:00:00,15,17,3,6,7,1,0,3,7,1,8,1,18.9,243.0,4.0,10.02,42.5,0.484375,231.12930680173665,2.641933779499824,0.425,0.2994011976047904,3.647058823529412
2022-08-02 16:00:00,16,17,5,5,6,1,0,5,9,1,10,1,19.9,254.0,4.0,10.02,42.5,0.5416666666666666,263.5693068017366,3.5329488082658216,0.425,0.499001996007984,3.823529411764706
